#Position (bp)	mapping quality
1.3238081735E9	57.45134616773263
1.3320561995E9	59.70450331190497
1.3403042255E9	59.82933120193314
1.3485522515E9	59.839087621349314
1.3568002775E9	59.74757853748353
1.3650483035E9	56.34888564688127
1.3732963295E9	54.419959891185364
1.3815443555E9	44.03624498622921
1.3897923815E9	51.60792476799838
1.3980404075E9	56.55128407829054
1.4062884335E9	53.57215473411187
1.4145364595E9	59.732798155396154
1.4227844855E9	52.03476449803098
1.4310325115E9	59.82918647061796
1.4392805375E9	57.52467041334804
1.4475285635E9	59.72053190724836
1.4557765895E9	59.30930141488766
1.4640246155E9	56.267275393193586
1.4722726415E9	59.43374918590524
1.4805206675E9	58.118464282311905
1.4887686935E9	59.80085341563669
1.4970167195E9	56.0994762037551
1.5052647455E9	59.861171475412426
1.5135127715E9	59.84556164797137
1.5217607975E9	56.39893624755828
1.5300077405E9	57.590480939972984
1.5341317535E9	0.0
1.5382568495E9	59.73336154266052
1.5465048755E9	57.54775721067293
1.5547529015E9	59.44744169409685
1.5630009275E9	56.03592669846227
1.5712489535E9	58.454364974948895
1.5794969795E9	59.88368639814786
1.5877450055E9	59.851589721204434
1.595221928E9	57.5521224279235
1.599345941E9	0.0
1.6042410575E9	6.825579600837988
1.6124890835E9	48.63194411345296
1.6207371095E9	59.1171835833759
1.6289851355E9	54.658997931592
1.6372331615E9	58.054788020898634
1.6433209975E9	51.88757823197528
1.6474450105E9	0.0
1.6537292135E9	33.486626312264
1.6619772395E9	53.471997870558376
1.6702252655E9	53.9610097028387
1.6784732915E9	58.63993460770953
1.6867213175E9	58.5711259054187
1.6934743095E9	58.29083354659471
1.6961786655E9	10.570573688760849
1.696274814E9	41.23793170023929
1.6963854715E9	8.69700493361976
1.6965578825E9	9.603137915647409
1.696661813E9	35.67749771797061
1.6967741785E9	28.060746521412735
1.6969170575E9	5.044282881692003
1.697018664E9	17.146625175965028
1.697105344E9	5.368504390384339
1.697223072E9	3.1962025316455698
1.697380707E9	7.310258178951518
1.6982754815E9	59.61717798059246
1.7032173695E9	59.85870431739507
1.7114653955E9	58.51028497538535
1.7197134215E9	59.5582098124235
1.7279614475E9	56.74393356746765
1.7362094735E9	58.9054002226089
1.7444574995E9	58.30342458510442
1.7527055255E9	59.91878835977089
1.7609535515E9	57.21238519065645
1.7692015775E9	57.00190088864941
1.7774496035E9	58.94466259374727
1.7856976295E9	55.294471301598705
1.7939456555E9	58.73644862791468
1.8021936815E9	59.853799769614284
1.8104417075E9	58.63666497880523
1.8186897335E9	59.71595929071666
1.8269377595E9	58.476259619748255
1.8351857855E9	59.85694287320166
1.8434338115E9	59.452531794493346
1.8516818375E9	57.90474166811149
1.8599298635E9	59.5609920957139
1.8681778895E9	59.8640611661092
1.8764259155E9	58.09333899993127
1.8846739415E9	58.52832537429733
1.89227556E9	57.0726865157625
1.895830864E9	7.854903470084047
1.8964772715E9	57.996332926693654
1.9011699935E9	58.020756417248855
1.9094180195E9	58.32227459020098
1.9176660455E9	58.74701124520591
1.9259140715E9	59.46673854143512
1.9341620975E9	59.60760879138489
1.9424101235E9	58.05914712209163
1.9506581495E9	59.472722086164495
1.9589061755E9	59.34967556337296
1.9671542015E9	55.76547526379056
1.9754022275E9	59.78974244942717
1.9836502535E9	59.73311132584601
1.9918982795E9	59.62438446992999
2.0001463055E9	59.770459850791504
2.0083943315E9	59.77716888775537
2.0166423575E9	57.53336774574442
2.0248903835E9	59.40494187453646
2.0331384095E9	59.61452852223188
2.0413864355E9	58.81964158550278
2.0496344615E9	53.212250039358324
2.0578824875E9	58.730017141525366
2.0661305135E9	59.72227898090813
2.0743785395E9	59.51028445443096
2.082312835E9	57.535533673226645
2.086227972E9	23.777973381927044
2.0865417025E9	56.97805584720314
2.0908745915E9	51.785191353064214
2.0991226175E9	59.81565349972036
2.1073706435E9	50.04775357968088
2.1156186695E9	59.54536900708934
2.1238666955E9	59.09536504946456
2.1321147215E9	56.680318590073604
2.1403627475E9	59.59396112167132
2.1486107735E9	59.61833693980084
2.1568587995E9	52.170131360026645
2.1651068255E9	59.74019386482827
2.1733548515E9	59.56690766502095
2.1816028775E9	59.768926155771155
2.1898509035E9	58.50694434540156
